split,id,category,topic,source_type,origin_file,variant_of,variant_type,system,instruction,output,knowledge_text,messages,text
train,58,comics,,audit_dataset,spiderman_dataset_audit.csv,58,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",What comic information should a Spider-Man fine-tuning dataset contain?,"A strong comic dataset should include publication history, creators, first appearances, character biographies, powers, relationships, villains, allies, major story arcs, alternate universes and continuity distinctions.","A strong comic dataset should include publication history, creators, first appearances, character biographies, powers, relationships, villains, allies, major story arcs, alternate universes and continuity distinctions.","[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""What comic information should a Spider-Man fine-tuning dataset contain?""}, {""role"": ""assistant"", ""content"": ""A strong comic dataset should include publication history, creators, first appearances, character biographies, powers, relationships, villains, allies, major story arcs, alternate universes and continuity distinctions.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
What comic information should a Spider-Man fine-tuning dataset contain?<|im_end|>
<|im_start|>assistant
A strong comic dataset should include publication history, creators, first appearances, character biographies, powers, relationships, villains, allies, major story arcs, alternate universes and continuity distinctions.<|im_end|>"
train,61,comics,,audit_dataset,spiderman_dataset_audit.csv,61,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",What did Steve Ditko contribute to Spider-Man?,Steve Ditko was the artist and penciller associated with Spider-Man's creation and first appearance and was a major creative force in the character's early comic run.,Steve Ditko was the artist and penciller associated with Spider-Man's creation and first appearance and was a major creative force in the character's early comic run.,"[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""What did Steve Ditko contribute to Spider-Man?""}, {""role"": ""assistant"", ""content"": ""Steve Ditko was the artist and penciller associated with Spider-Man's creation and first appearance and was a major creative force in the character's early comic run.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
What did Steve Ditko contribute to Spider-Man?<|im_end|>
<|im_start|>assistant
Steve Ditko was the artist and penciller associated with Spider-Man's creation and first appearance and was a major creative force in the character's early comic run.<|im_end|>"
train,55,comics,,audit_dataset,spiderman_dataset_audit.csv,55,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",How does Mysterio fight Spider-Man?,"Mysterio typically relies on illusions, deception, technology and psychological manipulation rather than raw superhuman strength.","Mysterio typically relies on illusions, deception, technology and psychological manipulation rather than raw superhuman strength.","[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""How does Mysterio fight Spider-Man?""}, {""role"": ""assistant"", ""content"": ""Mysterio typically relies on illusions, deception, technology and psychological manipulation rather than raw superhuman strength.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
How does Mysterio fight Spider-Man?<|im_end|>
<|im_start|>assistant
Mysterio typically relies on illusions, deception, technology and psychological manipulation rather than raw superhuman strength.<|im_end|>"
train,119,comics,Punisher debut,model_knowledge,added_by_claude,119,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Where did the Punisher first appear?,"The Punisher, Frank Castle, made his first appearance in The Amazing Spider-Man #129 in 1974, initially as an antagonist hired to hunt Spider-Man.","The Punisher, Frank Castle, made his first appearance in The Amazing Spider-Man #129 in 1974, initially as an antagonist hired to hunt Spider-Man.","[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Where did the Punisher first appear?""}, {""role"": ""assistant"", ""content"": ""The Punisher, Frank Castle, made his first appearance in The Amazing Spider-Man #129 in 1974, initially as an antagonist hired to hunt Spider-Man.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Where did the Punisher first appear?<|im_end|>
<|im_start|>assistant
The Punisher, Frank Castle, made his first appearance in The Amazing Spider-Man #129 in 1974, initially as an antagonist hired to hunt Spider-Man.<|im_end|>"
train,112,comics,Kraven debut,model_knowledge,added_by_claude,112,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",When did Kraven the Hunter first appear?,"Kraven the Hunter, Sergei Kravinoff, first appeared in The Amazing Spider-Man #15 in 1964.","Kraven the Hunter, Sergei Kravinoff, first appeared in The Amazing Spider-Man #15 in 1964.","[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""When did Kraven the Hunter first appear?""}, {""role"": ""assistant"", ""content"": ""Kraven the Hunter, Sergei Kravinoff, first appeared in The Amazing Spider-Man #15 in 1964.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
When did Kraven the Hunter first appear?<|im_end|>
<|im_start|>assistant
Kraven the Hunter, Sergei Kravinoff, first appeared in The Amazing Spider-Man #15 in 1964.<|im_end|>"
train,57,comics,,audit_dataset,spiderman_dataset_audit.csv,57,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Is Spider-Man only Peter Parker in the comics?,"No. Peter Parker is the primary Spider-Man, but other characters including Miles Morales have carried the Spider-Man identity in different continuities.","No. Peter Parker is the primary Spider-Man, but other characters including Miles Morales have carried the Spider-Man identity in different continuities.","[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Is Spider-Man only Peter Parker in the comics?""}, {""role"": ""assistant"", ""content"": ""No. Peter Parker is the primary Spider-Man, but other characters including Miles Morales have carried the Spider-Man identity in different continuities.""}]","<|im_start|>system
